t,pL_tx,pL_ty,pL_tz,pR_tx,pR_ty,pR_tz,ik_err_L,ik_err_R,ik_ok_L,ik_ok_R,left_hip1_joint,left_hip2_joint,left_thigh_joint,left_knee_joint,left_ankle_joint,right_hip1_joint,right_hip2_joint,right_thigh_joint,right_knee_joint,right_ankle_joint
0.212500,-0.000420000,-0.056584518,0.043821464,-0.310851000,-0.056584518,0.034888271,5.162009460e-05,0.000000000e+00,1,1,0.340739705,-0.000010851,0.000026310,-0.882824229,0.531280728,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.215000,-0.000420000,-0.056584518,0.043746153,-0.310851000,-0.056584518,0.034888271,4.928631703e-05,0.000000000e+00,1,1,0.340405691,-0.000010756,0.000026098,-0.882141873,0.531019004,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.217500,-0.000420000,-0.056584518,0.043659412,-0.310851000,-0.056584518,0.034888271,5.319372800e-05,0.000000000e+00,1,1,0.340048497,-0.000010653,0.000025871,-0.881413005,0.530740544,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.220000,-0.000420000,-0.056584518,0.043561358,-0.310851000,-0.056584518,0.034888271,5.970817127e-05,0.000000000e+00,1,1,0.339652984,-0.000010539,0.000025620,-0.880606451,0.530434003,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.222500,-0.000420000,-0.056584518,0.043452140,-0.310851000,-0.056584518,0.034888271,6.727515111e-05,0.000000000e+00,1,1,0.339212992,-0.000010412,0.000025340,-0.879709574,0.530094728,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.225000,-0.000420000,-0.056584518,0.043331935,-0.310851000,-0.056584518,0.034888271,7.522216706e-05,0.000000000e+00,1,1,0.338726262,-0.000010271,0.000025030,-0.878717750,0.529720959,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.227500,-0.000420000,-0.056584518,0.043200954,-0.310851000,-0.056584518,0.034888271,8.325083093e-05,0.000000000e+00,1,1,0.338192263,-0.000010117,0.000024690,-0.877629900,0.529312206,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.230000,-0.000420000,-0.056584518,0.043059435,-0.310851000,-0.056584518,0.034888271,9.122146720e-05,0.000000000e+00,1,1,0.337611277,-0.000009949,0.000024319,-0.876446596,0.528868570,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.232500,-0.000420000,-0.056584518,0.042907651,-0.310851000,-0.056584518,0.034888271,9.906175003e-05,0.000000000e+00,1,1,0.336984002,-0.000009769,0.000023918,-0.875169261,0.528390448,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.235000,-0.000420000,-0.056584518,0.042745903,-0.310851000,-0.056584518,0.034888271,4.122088159e-05,0.000000000e+00,1,1,0.336025131,-0.000009489,0.000023308,-0.873218036,0.527655600,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.237500,-0.000420000,-0.056584518,0.042574522,-0.310851000,-0.056584518,0.034888271,8.632222498e-05,0.000000000e+00,1,1,0.335473199,-0.000009332,0.000022955,-0.872093863,0.527233616,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.240000,-0.000420000,-0.056584518,0.042393872,-0.310851000,-0.056584518,0.034888271,4.260615103e-05,0.000000000e+00,1,1,0.334490183,-0.000009050,0.000022328,-0.870093242,0.526480919,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.242500,-0.000420000,-0.056584518,0.042204344,-0.310851000,-0.056584518,0.034888271,9.484477875e-05,0.000000000e+00,1,1,0.333887923,-0.000008880,0.000021942,-0.868866642,0.526021002,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.245000,-0.000420000,-0.056584518,0.042006360,-0.310851000,-0.056584518,0.034888271,4.759108350e-05,0.000000000e+00,1,1,0.332809138,-0.000008573,0.000021252,-0.866671561,0.525196306,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
0.247500,-0.000420000,-0.056584518,0.041800371,-0.310851000,-0.056584518,0.034888271,4.064502251e-05,0.000000000e+00,1,1,0.331870526,-0.000008307,0.000020652,-0.864761641,0.524477106,0.300000000,0.000000000,0.000000000,-0.800000000,0.500000000
